#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr9	37477148	37478317	KCTD9P3	potassium channel tetramerization domain containing 9 pseudogene 3 (from HGNC KCTD9P3)
chr9	37485934	37503697	POLR1E	Homo sapiens RNA polymerase I subunit E (POLR1E), transcript variant 1, mRNA. (from RefSeq NM_022490)
chr9	37490420	37490893	AL158156.1	JP 2014500723-A/14377: Polycomb-Associated Non-Coding RNAs. (from mRNA LF206874)
chr9	37509149	37510299	AL513165.1	AL513165.1 (from geneSymbol)
chr9	37510891	37576253	FBXO10	Homo sapiens F-box protein 10 (FBXO10), mRNA. (from RefSeq NM_012166)
chr9	37541339	37592469	AL513165.2	The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt H3BUX3)
chr9	37588412	37592642	TOMM5	Homo sapiens translocase of outer mitochondrial membrane 5 (TOMM5), transcript variant 1, mRNA. (from RefSeq NM_001001790)
chr9	37588412	38068687	AL138752.2	Homo sapiens Src homology 2 domain containing adaptor protein B, mRNA (cDNA clone IMAGE:30520166), partial cds. (from mRNA BC094765)
chr9	37636687	37637293	RAB1C	RAB1C, member RAS oncogene family pseudogene (from HGNC RAB1C)
chr9	37650999	37746904	FRMPD1	Homo sapiens FERM and PDZ domain containing 1 (FRMPD1), mRNA. (from RefSeq NM_014907)
chr9	37661746	37662049	RN7SKP171	RNA, 7SK small nuclear pseudogene 171 (from HGNC RN7SKP171)
chr9	37753816	37778972	TRMT10B	Homo sapiens tRNA methyltransferase 10B (TRMT10B), transcript variant 7, non-coding RNA. (from RefSeq NR_104612)
chr9	37779713	37785057	EXOSC3	Homo sapiens exosome component 3 (EXOSC3), transcript variant 1, mRNA. (from RefSeq NM_016042)
chr9	37800501	37863325	DCAF10	Homo sapiens DDB1 and CUL4 associated factor 10 (DCAF10), transcript variant 1, mRNA. (from RefSeq NM_024345)
chr9	37836043	37836394	AL138752.1	AL138752.1 (from geneSymbol)
chr9	37878115	37879493	PAICSP1	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1 (from HGNC PAICSP1)
chr9	37885682	37886390	TMX2P1	thioredoxin related transmembrane protein 2 pseudogene 1 (from HGNC TMX2P1)
chr9	37887603	37904110	SLC25A51	Mitochondrion inner membrane; Multi-pass  membrane protein (Potential). (from UniProt Q9H1U9)
chr9	37919133	38069211	SHB	Homo sapiens SH2 domain containing adaptor protein B (SHB), mRNA. (from RefSeq NM_003028)
chr9	37936706	37936768	RNU7-124P	RNA, U7 small nuclear 124 pseudogene (from HGNC RNU7-124P)
chr9	38147427	38147561	RF00096	RF00096 (from geneSymbol)
chr9	38360426	38376430	AL135785.1	AL135785.1 (from geneSymbol)
chr9	38392663	38398661	ALDH1B1	Homo sapiens aldehyde dehydrogenase 1 family member B1 (ALDH1B1), mRNA. (from RefSeq NM_000692)
chr9	38408993	38424447	IGFBPL1	Homo sapiens insulin like growth factor binding protein like 1 (IGFBPL1), mRNA. (from RefSeq NM_001007563)
chr9	38452781	38454070	ARMC8P1	armadillo repeat containing 8 pseudogene 1 (from HGNC ARMC8P1)
chr9	38456117	38471933	AL390726.6	AL390726.6 (from geneSymbol)
chr9	38478470	38479350	TCEA1P3	transcription elongation factor A1 pseudogene 3 (from HGNC TCEA1P3)
chr9	38486858	38488338	GAS2L1P1	growth arrest specific 2 like 1 pseudogene 1 (from HGNC GAS2L1P1)
chr9	38504446	38505482	VN1R48P	vomeronasal 1 receptor 48 pseudogene (from HGNC VN1R48P)
chr9	38526830	38527032	AL390726.1	AL390726.1 (from geneSymbol)
chr9	38527096	38527912	FAM220BP	family with sequence similarity 220 member B, pseudogene (from HGNC FAM220BP)
chr9	38540568	38577207	FAM95C	family with sequence similarity 95 member C (from HGNC FAM95C)
chr9	38542313	38542569	AL390726.5	Sequence 424996 from Patent EP1572962. (from mRNA JD443972)
chr9	38542388	38543215	AL390726.4	AL390726.4 (from geneSymbol)
chr9	38542478	38568422	AL390726.3	Homo sapiens cDNA FLJ35740 fis, clone TESTI2004085. (from mRNA AK093059)
chr9	38543103	38543446	AL390726.2	Sequence 527753 from Patent EP1572962. (from mRNA JD546729)
chr9	38566259	38568009	SNX18P3	sorting nexin 18 pseudogene 3 (from HGNC SNX18P3)
chr9	38571357	38620660	ANKRD18A	Homo sapiens ankyrin repeat domain 18A (ANKRD18A), transcript variant 2, mRNA. (from RefSeq NM_147195)
chr9	38620473	38622466	FAM201A	family with sequence similarity 201 member A (from HGNC FAM201A)
chr9	38643041	38643768	YWHABP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta pseudogene 1 (from HGNC YWHABP1)
chr9	38650256	38662717	AL591543.1	AL591543.1 (from geneSymbol)
chr9	38680005	38680104	RNU6-765P	RNA, U6 small nuclear 765, pseudogene (from HGNC RNU6-765P)
chr9	38694262	38720428	FAM240B	family with sequence similarity 240 member B (from HGNC FAM240B)
chr9	38804006	38851916	AL845311.1	AL845311.1 (from geneSymbol)
chr9	39016968	39039594	VN2R3P	vomeronasal 2 receptor 3, pseudogene (from HGNC VN2R3P)
chr9	39072766	39288138	CNTNAP3	Homo sapiens contactin associated protein like 3 (CNTNAP3), mRNA. (from RefSeq NM_033655)
chr9	39154074	39155479	RBM17P1	RNA binding motif protein 17 pseudogene 1 (from HGNC RBM17P1)
chr9	39159070	39160319	AL353729.2	AL353729.2 (from geneSymbol)
chr9	39173793	39174513	AL353729.1	Sequence 474118 from Patent EP1572962. (from mRNA JD493094)
chr9	39191099	39191360	RN7SL640P	RNA, 7SL, cytoplasmic 640, pseudogene (from HGNC RN7SL640P)
chr9	39355668	39361959	SPATA31A1	Homo sapiens SPATA31 subfamily A member 1 (SPATA31A1), mRNA. (from RefSeq NM_001085452)
chr9	39368376	39368701	BX005214.3	BX005214.3 (from geneSymbol)
chr9	39371064	39376916	FAM74A1	Homo sapiens family with sequence similarity 74 member A1 (FAM74A1), long non-coding RNA. (from RefSeq NR_026803)
chr9	39384505	39405305	BX005214.1	BX005214.1 (from geneSymbol)
chr9	39395736	39397406	BX005214.2	Sequence 1409 from Patent EP3253886. (from mRNA LP896545)
chr9	39444303	39508885	ZNF658B	zinc finger protein 658B (pseudogene) (from HGNC ZNF658B)
chr9	39485378	39485865	SKP1P3	S-phase kinase associated protein 1 pseudogene 3 (from HGNC SKP1P3)
chr9	39631045	39632416	FKBP4P2	FK506 binding protein 4 pseudogene 2 (from HGNC FKBP4P2)
chr9	39651900	39652377	SDR42E1P1	short chain dehydrogenase/reductase family 42E, member 1 pseudogene 1 (from HGNC SDR42E1P1)
chr9	39654240	39655531	ATP5F1AP8	ATP synthase F1 subunit alpha pseudogene 8 (from HGNC ATP5F1AP8)
chr9	39734669	39735628	RAB28P1	RAB28, member RAS oncogene family pseudogene 1 (from HGNC RAB28P1)
chr9	39739746	39741193	RBPJP5	RBPJ pseudogene 5 (from HGNC RBPJP5)
chr9	39748513	39810054	GLIDR	glioblastoma down-regulated RNA (from HGNC GLIDR)
chr9	39809561	39810019	BX664615.1	BX664615.1 (from geneSymbol)
chr9	39816541	40106661	FGF7P3	fibroblast growth factor 7 pseudogene 3 (from HGNC FGF7P3)
chr9	39816599	39874206	BX664615.2	Homo sapiens cDNA clone IMAGE:5243736, **** WARNING: chimeric clone ****. (from mRNA BC030269)
chr9	39873930	39874390	CR769767.2	Homo sapiens cDNA FLJ76381 complete cds. (from mRNA AK290223)
chr9	39886860	39887144	RN7SL763P	RNA, 7SL, cytoplasmic 763, pseudogene (from HGNC RN7SL763P)
chr9	39892445	39892540	RF00156	RF00156 (from geneSymbol)
chr9	39892549	39892895	CR769767.1	CR769767.1 (from geneSymbol)
chr9	39983792	40106611	AL772307.1	AL772307.1 (from geneSymbol)
chr9	39983820	39984401	RPL7AP49	ribosomal protein L7a pseudogene 49 (from HGNC RPL7AP49)
chr9	40105821	40106527	AL773545.3	Sequence 23453 from Patent EP1572962. (from mRNA JD042429)
chr9	40121961	40122540	C2orf27AP3	chromosome 2 open reading frame 27A pseudogene 3 (from HGNC C2orf27AP3)
chr9	40130920	40153147	AL773545.1	AL773545.1 (from geneSymbol)
chr9	40131746	40132218	AL773545.2	AL773545.2 (from geneSymbol)
chr9	40167391	40171329	AL773545.4	AL773545.4 (from geneSymbol)
chr9	40187791	40193921	MEP1AP1	meprin A subunit alpha pseudogene 1 (from HGNC MEP1AP1)
chr9	40223284	40266392	ANKRD20A2	Homo sapiens ankyrin repeat domain 20 family member A2 (ANKRD20A2), mRNA. (from RefSeq NM_001012421)
chr9	40233922	40234029	RNU6-1269P	RNA, U6 small nuclear 1269, pseudogene (from HGNC RNU6-1269P)
chr9	40265344	40329221	BX664727.3	Homo sapiens cDNA clone IMAGE:30388997, partial cds. (from mRNA BC064148)
chr9	40291274	40291502	BX664727.2	BX664727.2 (from geneSymbol)
chr9	40293081	40293955	SNX18P8	sorting nexin 18 pseudogene 8 (from HGNC SNX18P8)
chr9	40321298	40329218	FAM95B1	family with sequence similarity 95 member B1 (from HGNC FAM95B1)
chr9	40332994	40333460	BX664727.1	Sequence 295841 from Patent EP1572962. (from mRNA JD314817)
chr9	40346143	40347052	CNN2P2	calponin 2 pseudogene 2 (from HGNC CNN2P2)
chr9	40348598	40349791	GXYLT1P3	glucoside xylosyltransferase 1 pseudogene 3 (from HGNC GXYLT1P3)
chr9	40358453	40358682	AL591471.1	AL591471.1 (from geneSymbol)
chr9	40481557	40497592	AQP7P5	aquaporin 7 pseudogene 5 (from HGNC AQP7P5)
chr9	40481558	40497591	FP885919.1	Homo sapiens aquaporin 7 pseudogene 2, mRNA (cDNA clone IMAGE:30406582). (from mRNA BC070322)
chr9	40500682	40566779	AMYH02020865.1	Homo sapiens cDNA FLJ39833 fis, clone SPLEN2013714. (from mRNA AK097152)
chr9	40505398	40566281	BMS1P14	BMS1, ribosome biogenesis factor pseudogene 14 (from HGNC BMS1P14)
chr9	40611251	40622155	FP325318.1	Homo sapiens cDNA, FLJ17918. (from mRNA AK310876)
chr9	40641840	40642117	IGKV1OR9-2	immunoglobulin kappa variable 1/OR9-2 (pseudogene) (from HGNC IGKV1OR9-2)
chr9	40755406	40767875	AL353626.3	AL353626.3 (from geneSymbol)
chr9	40759599	40759706	RNU6-156P	RNA, U6 small nuclear 156, pseudogene (from HGNC RNU6-156P)
chr9	40767869	40806344	AL353626.1	AL353626.1 (from geneSymbol)
chr9	40883633	40883763	AL353626.2	AL353626.2 (from geneSymbol)
chr9	40929009	40929092	MIR1299	Homo sapiens microRNA 1299 (MIR1299), microRNA. (from RefSeq NR_031629)
chr9	40992425	41218410	FRG1HP	FSHD region gene 1 family member H, pseudogene (from HGNC FRG1HP)
chr9	41006998	41074617	PGM5P2	Homo sapiens phosphoglucomutase 5 pseudogene 2 (PGM5P2), non-coding RNA. (from RefSeq NR_002836)
chr9	41012230	41014133	AL353763.2	Homo sapiens cDNA FLJ13474 fis, clone PLACE1003593. (from mRNA AK023536)
chr9	41061289	41062917	AL353763.1	Homo sapiens cDNA FLJ10077 fis, clone HEMBA1001864. (from mRNA AK000939)
chr9	41073709	41076392	BX255923.1	Homo sapiens chromosome 9 pericentromeric mRNA sequence. (from mRNA AY343893)
chr9	41100983	41106229	BX255923.2	Homo sapiens cDNA FLJ45355 fis, clone BRHIP3012736. (from mRNA AK127288)
chr9	41126429	41128463	FOXD4L6	Homo sapiens forkhead box D4 like 6 (FOXD4L6), mRNA. (from RefSeq NM_001085476)
chr9	41131307	41189436	CBWD6	Homo sapiens COBW domain containing 6 (CBWD6), mRNA. (from RefSeq NM_001085457)
chr9	41233754	41233835	MIR4477A	Homo sapiens microRNA 4477a (MIR4477A), microRNA. (from RefSeq NR_039688)
chr9	41237439	41237557	RNA5SP530	RNA, 5S ribosomal pseudogene 530 (from HGNC RNA5SP530)
chr9	41269915	41273997	AL845472.2	Homo sapiens cDNA clone IMAGE:2819658. (from mRNA BC025967)
chr9	41276279	41282846	AL845472.1	Homo sapiens PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene (PTGER4P2-CDK2AP2P2), transcript variant 2, non-coding RNA. (from RefSeq NR_135010)
chr9	41280459	41280787	CDK2AP2P1	cyclin dependent kinase 2 associated protein 2 pseudogene 1 (from HGNC CDK2AP2P1)
chr9	41292886	41294125	MYO5BP1	myosin VB pseudogene 1 (from HGNC MYO5BP1)
chr9	41310815	41332962	AL354718.2	AL354718.2 (from geneSymbol)
chr9	41340999	41342041	AL354718.3	AL354718.3 (from geneSymbol)
chr9	41479959	41480548	AL354718.1	AL354718.1 (from geneSymbol)
chr9	41573155	41573453	AL591926.5	AL591926.5 (from geneSymbol)
chr9	41573511	41573606	RF00156	RF00156 (from geneSymbol)
chr9	41578902	41579186	RN7SL565P	RNA, 7SL, cytoplasmic 565, pseudogene (from HGNC RN7SL565P)
chr9	41644429	41644770	AL591926.2	AL591926.2 (from geneSymbol)
chr9	41644770	41644981	AL591926.9	Sequence 179739 from Patent EP1572962. (from mRNA JD198715)
chr9	41647824	41648035	AL591926.8	Sequence 179739 from Patent EP1572962. (from mRNA JD198715)
chr9	41648022	41648425	AL591926.3	Synthetic construct Homo sapiens clone ccsbBroadEn_15346 FAM27E1 gene, encodes complete protein. (from mRNA KJ905676)
chr9	41651934	41652172	AL591926.4	AL591926.4 (from geneSymbol)
chr9	41652894	41652973	AL591926.6	AL591926.6 (from geneSymbol)
chr9	41657707	41698910	FAM242F	FAM242F (from geneSymbol)
chr9	41672294	41672406	RF00019	RF00019 (from geneSymbol)
chr9	41700479	41700696	AL591926.1	AL591926.1 (from geneSymbol)
chr9	41700681	41701096	AL591926.7	AL591926.7 (from geneSymbol)
chr9	41760087	41764175	AL162731.1	AL162731.1 (from geneSymbol)
chr9	41892869	42129487	CNTNAP3B	Homo sapiens contactin associated protein like 3B (CNTNAP3B), mRNA. (from RefSeq NM_001201380)
chr9	41974361	41975768	RBM17P3	RNA binding motif protein 17 pseudogene 3 (from HGNC RBM17P3)
chr9	41979351	41983753	CR788268.1	CR788268.1 (from geneSymbol)
chr9	42011349	42011610	RN7SL343P	RNA, 7SL, cytoplasmic 343, pseudogene (from HGNC RN7SL343P)
chr9	42183658	42189882	SPATA31A6	Homo sapiens SPATA31 subfamily A member 6 (SPATA31A6), mRNA. (from RefSeq NM_001145196)
chr9	42196332	42196662	AL445584.1	AL445584.1 (from geneSymbol)
chr9	42198999	42204988	FAM74A7	family with sequence similarity 74 member A7 (from HGNC FAM74A7)
chr9	42213840	42213918	AL445584.3	AL445584.3 (from geneSymbol)
chr9	42231810	42354454	AL445584.2	AL445584.2 (from geneSymbol)
chr9	42384804	42386136	FKBP4P6	FK506 binding protein 4 pseudogene 6 (from HGNC FKBP4P6)
chr9	42408525	42409006	SDR42E1P2	short chain dehydrogenase/reductase family 42E, member 1 pseudogene 2 (from HGNC SDR42E1P2)
chr9	42410829	42412150	ATP5F1AP1	ATP synthase F1 subunit alpha pseudogene 1 (from HGNC ATP5F1AP1)
chr9	42492662	42493570	RAB28P3	RAB28, member RAS oncogene family pseudogene 3 (from HGNC RAB28P3)
chr9	42497703	42499134	RBPJP6	RBPJ pseudogene 6 (from HGNC RBPJP6)
chr9	42566678	42569353	BX088651.4	Sequence 1398 from Patent EP3253886. (from mRNA LP896534)
chr9	42568864	42569315	BX088651.1	Homo sapiens cDNA FLJ53534 complete cds. (from mRNA AK296330)
chr9	42579413	42586534	BX088651.2	Homo sapiens uncharacterized LOC101927827 (LOC101927827), long non-coding RNA. (from RefSeq NR_121564)
chr9	42625435	42626813	FGF7P5	fibroblast growth factor 7 pseudogene 5 (from HGNC FGF7P5)
chr9	42636787	42637139	BX088651.3	BX088651.3 (from geneSymbol)
chr9	42667505	42668887	FGF7P4	fibroblast growth factor 7 pseudogene 4 (from HGNC FGF7P4)
chr9	42707799	42714539	BX664718.1	BX664718.1 (from geneSymbol)
chr9	42795391	42800672	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2 (from HGNC ADGRF5P2)
chr9	42817104	42823213	MEP1AP4	meprin A subunit alpha pseudogene 4 (from HGNC MEP1AP4)
chr9	42852674	42894751	ANKRD20A7P	ankyrin repeat domain 20 family member A7, pseudogene (from HGNC ANKRD20A7P)
chr9	42863199	42863306	RNU6-599P	RNA, U6 small nuclear 599, pseudogene (from HGNC RNU6-599P)
chr9	42901237	42920095	CR848007.1	CR848007.1 (from geneSymbol)
chr9	42921442	42921670	CR848007.3	CR848007.3 (from geneSymbol)
chr9	42923276	42924144	SNX18P5	sorting nexin 18 pseudogene 5 (from HGNC SNX18P5)
chr9	42950565	42951630	CYP4F60P	cytochrome P450 family 4 subfamily F member 60, pseudogene (from HGNC CYP4F60P)
chr9	42959279	42960066	CR848007.2	Sequence 295841 from Patent EP1572962. (from mRNA JD314817)
chr9	42972385	42973289	CNN2P4	calponin 2 pseudogene 4 (from HGNC CNN2P4)
chr9	42975895	42978320	GXYLT1P5	glucoside xylosyltransferase 1 pseudogene 5 (from HGNC GXYLT1P5)
chr9	42978850	42979918	AL591441.2	AL591441.2 (from geneSymbol)
chr9	42981771	42988167	AL591441.1	AL591441.1 (from geneSymbol)
chr9	43109865	43125905	FP325317.1	FP325317.1 (from geneSymbol)
chr9	60546919	60547154	BX088702.1	BX088702.1 (from geneSymbol)
chr9	60914373	60920650	SPATA31A5	Homo sapiens SPATA31 subfamily A member 5 (SPATA31A5), mRNA. (from RefSeq NM_001113541)
chr9	60918580	60927822	AL590491.1	Homo sapiens cDNA clone IMAGE:3637872, partial cds. (from mRNA BC018886)
chr9	60929773	60936746	FAM74A6	family with sequence similarity 74 member A6 (from HGNC FAM74A6)
chr9	60943310	60964132	AL590491.2	AL590491.2 (from geneSymbol)
chr9	60944554	60944636	AL590491.3	AL590491.3 (from geneSymbol)
chr9	61063751	61113954	BX005040.4	BX005040.4 (from geneSymbol)
chr9	61190002	61196280	SPATA31A7	Homo sapiens SPATA31 subfamily A member 7 (SPATA31A7), mRNA. (from RefSeq NM_015667)
chr9	61194210	61203446	BX005040.3	Homo sapiens cDNA clone IMAGE:3637872, partial cds. (from mRNA BC018886)
chr9	61202717	61203087	BX005040.2	BX005040.2 (from geneSymbol)
chr9	61205257	61212373	FAM74A4	Homo sapiens family with sequence similarity 74 member A4 (FAM74A4), transcript variant 2, long non-coding RNA. (from RefSeq NR_026802)
chr9	61229912	61231863	BX005040.1	BX005040.1 (from geneSymbol)
chr9	61330716	61453030	CNTNAP3C	CNTNAP3C (from geneSymbol)
chr9	61427616	61427877	RN7SL462P	RNA, 7SL, cytoplasmic 462, pseudogene (from HGNC RN7SL462P)
chr9	61581812	61582675	AL935212.3	AL935212.3 (from geneSymbol)
chr9	61615875	61627683	FAM242D	FAM242D (from geneSymbol)
chr9	61642382	61642494	RF00019	RF00019 (from geneSymbol)
chr9	61659732	61662690	AL935212.1	AL935212.1 (from geneSymbol)
chr9	61665578	61666386	AL935212.2	AL935212.2 (from geneSymbol)
chr9	61789142	61789426	RN7SL722P	RNA, 7SL, cytoplasmic 722, pseudogene (from HGNC RN7SL722P)
chr9	61854161	61855331	FAM27C	Homo sapiens family with sequence similarity 27 member C (FAM27C), long non-coding RNA. (from RefSeq NR_027421)
chr9	61858709	61858908	AL391987.6	Sequence 179739 from Patent EP1572962. (from mRNA JD198715)
chr9	61861852	61862567	AL391987.1	AL391987.1 (from geneSymbol)
chr9	61861994	61862336	AL391987.2	Homo sapiens family with sequence similarity 27, member E3, mRNA (cDNA clone MGC:42630 IMAGE:4826036), complete cds. (from mRNA BC032035)
chr9	61865754	61866965	AL391987.4	AL391987.4 (from geneSymbol)
chr9	61868726	61887084	AL391987.3	AL391987.3 (from geneSymbol)
chr9	61883639	61883751	RF00019	RF00019 (from geneSymbol)
chr9	61898804	61910993	FAM242E	FAM242E (from geneSymbol)
chr9	61912703	61913115	AL391987.5	AL391987.5 (from geneSymbol)
chr9	61944231	61945136	CR769775.3	CR769775.3 (from geneSymbol)
chr9	61972239	61976380	CR769775.1	CR769775.1 (from geneSymbol)
chr9	61982795	61986934	CR769775.4	CR769775.4 (from geneSymbol)
chr9	62028425	62076349	CR769775.2	CR769775.2 (from geneSymbol)
chr9	62266318	62266919	AL590399.4	AL590399.4 (from geneSymbol)
chr9	62350142	62351536	AL590399.3	AL590399.3 (from geneSymbol)
chr9	62357833	62358140	AL590399.6	AL590399.6 (from geneSymbol)
chr9	62358190	62358285	RF00156	RF00156 (from geneSymbol)
chr9	62363580	62363864	RN7SL544P	RNA, 7SL, cytoplasmic 544, pseudogene (from HGNC RN7SL544P)
chr9	62374461	62376780	AL590399.1	Homo sapiens hypothetical LOC554249, mRNA (cDNA clone MGC:99799 IMAGE:6378300), complete cds. (from mRNA BC084570)
chr9	62376160	62435199	FGF7P6	Homo sapiens fibroblast growth factor 7 pseudogene 6 (FGF7P6), transcript variant 2, non-coding RNA. (from RefSeq NR_003674)
chr9	62387170	62394004	AL590399.5	Homo sapiens cDNA FLJ44092 fis, clone TESTI4041985. (from mRNA AK126080)
chr9	62395369	62395678	AL590399.2	AL590399.2 (from geneSymbol)
chr9	62444255	62444634	BX664725.1	BX664725.1 (from geneSymbol)
chr9	62474947	62476333	FGF7P7	fibroblast growth factor 7 pseudogene 7 (from HGNC FGF7P7)
chr9	62515190	62522018	LINC01189	long intergenic non-protein coding RNA 1189 (from HGNC LINC01189)
chr9	62532363	62534722	BX005266.2	BX005266.2 (from geneSymbol)
chr9	62532396	62532853	BX005266.1	Homo sapiens cDNA FLJ53534 complete cds. (from mRNA AK296330)
chr9	62559838	62569907	CNTNAP3P5	contactin associated protein-like 3 pseudogene 5 (from HGNC CNTNAP3P5)
chr9	62601225	62602672	RBPJP7	RBPJ pseudogene 7 (from HGNC RBPJP7)
chr9	62606796	62607748	RAB28P2	RAB28, member RAS oncogene family pseudogene 2 (from HGNC RAB28P2)
chr9	62609724	62610799	BX005266.3	BX005266.3 (from geneSymbol)
chr9	62686911	62688190	ATP5F1AP7	ATP synthase F1 subunit alpha pseudogene 7 (from HGNC ATP5F1AP7)
chr9	62690032	62690534	SDR42E1P3	short chain dehydrogenase/reductase family 42E, member 1 pseudogene 3 (from HGNC SDR42E1P3)
chr9	62710035	62711398	FKBP4P7	FK506 binding protein 4 pseudogene 7 (from HGNC FKBP4P7)
chr9	62801464	62813486	LINC01410	Homo sapiens long intergenic non-protein coding RNA 1410 (LINC01410), long non-coding RNA. (from RefSeq NR_121647)
chr9	62802319	62802438	RNA5SP283	RNA, 5S ribosomal pseudogene 283 (from HGNC RNA5SP283)
chr9	62837138	62838302	AL512625.2	Sequence 291456 from Patent EP1572962. (from mRNA JD310432)
chr9	62838823	62844276	PTGER4P2	prostaglandin E receptor 4 pseudogene 2 (from HGNC PTGER4P2)
chr9	62844817	62845184	CDK2AP2P2	cyclin dependent kinase 2 associated protein 2 pseudogene 2 (from HGNC CDK2AP2P2)
chr9	62857207	62858484	MYO5BP2	myosin VB pseudogene 2 (from HGNC MYO5BP2)
chr9	62857832	62897707	AL512625.3	Homo sapiens uncharacterized LOC403323 (LOC403323), transcript variant 1, long non-coding RNA. (from RefSeq NR_122076)
chr9	62861381	62864957	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1 (from HGNC ADGRF5P1)
chr9	62888534	62889921	FGF7P8	fibroblast growth factor 7 pseudogene 8 (from HGNC FGF7P8)
chr9	62897448	62900104	AL512625.1	Homo sapiens uncharacterized LOC728673 (LOC728673), long non-coding RNA. (from RefSeq NR_126047)
chr9	62924910	62934964	CNTNAP3P1	contactin associated protein-like 3 pseudogene 1 (from HGNC CNTNAP3P1)
chr9	63025596	63025993	AL591379.2	AL591379.2 (from geneSymbol)
chr9	63055640	63059217	BMS1P9	BMS1, ribosome biogenesis factor pseudogene 9 (from HGNC BMS1P9)
chr9	63113939	63122371	AL591379.1	Homo sapiens cDNA FLJ39833 fis, clone SPLEN2013714. (from mRNA AK097152)
chr9	63127358	63143401	AQP7P4	aquaporin 7 pseudogene 4 (from HGNC AQP7P4)
chr9	63299452	63385117	BMS1P10	BMS1, ribosome biogenesis factor pseudogene 10 (from HGNC BMS1P10)
chr9	63317066	63333091	AQP7P1	aquaporin 7 pseudogene 1 (from HGNC AQP7P1)
chr9	63334597	63343660	AL845321.1	AL845321.1 (from geneSymbol)
chr9	63581253	63581834	AL591438.1	AL591438.1 (from geneSymbol)
chr9	63703064	63703755	AL591438.2	Sequence 438317 from Patent EP1572962. (from mRNA JD457293)
chr9	63719863	63720441	AL772155.3	Sequence 424238 from Patent EP1572962. (from mRNA JD443214)
chr9	63728876	63744910	AL772155.1	AL772155.1 (from geneSymbol)
chr9	63729701	63730173	AL772155.2	AL772155.2 (from geneSymbol)
chr9	63761545	63762824	MYO5BP3	myosin VB pseudogene 3 (from HGNC MYO5BP3)
chr9	63774869	63775241	CDK2AP2P3	cyclin dependent kinase 2 associated protein 2 pseudogene 3 (from HGNC CDK2AP2P3)
chr9	63775891	63776143	PTGER4P3	prostaglandin E receptor 4 pseudogene 3 (from HGNC PTGER4P3)
chr9	63802143	63814159	CR786580.1	Homo sapiens cDNA clone IMAGE:6163168, partial cds. (from mRNA BC066598)
chr9	63813189	63813307	RNA5SP284	RNA, 5S ribosomal pseudogene 284 (from HGNC RNA5SP284)
chr9	63817747	63818462	DUX4L50	double homeobox 4 like 50 (pseudogene) (from HGNC DUX4L50)
chr9	63819573	63819654	MIR4477B	Homo sapiens microRNA 4477b (MIR4477B), microRNA. (from RefSeq NR_039689)
chr9	63832126	63859641	FRG1JP	FSHD region gene 1 family member J, pseudogene (from HGNC FRG1JP)
chr9	63974761	64004155	AL163540.1	Homo sapiens mRNA; cDNA DKFZp781A23153 (from clone DKFZp781A23153). (from mRNA CR933660)
chr9	64082428	64082534	RF00026	RF00026 (from geneSymbol)
chr9	64343043	64362584	CR769776.3	CR769776.3 (from geneSymbol)
chr9	64369393	64413142	ANKRD20A4	Homo sapiens ankyrin repeat domain 20 family member A4 (ANKRD20A4), mRNA. (from RefSeq NM_001098805)
chr9	64380193	64380300	RNU6-1193P	RNA, U6 small nuclear 1193, pseudogene (from HGNC RNU6-1193P)
chr9	64439345	64440180	SNX18P9	sorting nexin 18 pseudogene 9 (from HGNC SNX18P9)
chr9	64462818	64463196	CR769776.2	Homo sapiens piRNA piR-61244, complete sequence. (from mRNA DQ595132)
chr9	64465462	64466498	CYP4F25P	cytochrome P450 family 4 subfamily F member 25, pseudogene (from HGNC CYP4F25P)
chr9	64473039	64473826	CR769776.1	Sequence 295841 from Patent EP1572962. (from mRNA JD314817)
chr9	64486163	64487069	CNN2P3	calponin 2 pseudogene 3 (from HGNC CNN2P3)
chr9	64488599	64489786	GXYLT1P6	glucoside xylosyltransferase 1 pseudogene 6 (from HGNC GXYLT1P6)
chr9	64498516	64498745	AL773524.1	AL773524.1 (from geneSymbol)
chr9	64621559	64637586	AQP7P2	aquaporin 7 pseudogene 2 (from HGNC AQP7P2)
chr9	64637844	64652556	AL445665.1	Homo sapiens cDNA FLJ39833 fis, clone SPLEN2013714. (from mRNA AK097152)
chr9	64705733	64709311	BMS1P11	BMS1, ribosome biogenesis factor pseudogene 11 (from HGNC BMS1P11)
chr9	64737402	64737755	AL359955.2	AL359955.2 (from geneSymbol)
chr9	64765053	64765535	IGKV1OR-2	immunoglobulin kappa variable 1/OR-2 (pseudogene) (from HGNC IGKV1OR-2)
chr9	64810864	64811429	BNIP3P4	BCL2 interacting protein 3 pseudogene 4 (from HGNC BNIP3P4)
chr9	64817869	64836341	AL359955.1	AL359955.1 (from geneSymbol)
