#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.geneSymbol	hg38.kgXref.description
chr22	20632618	20632751	IGLL4P	immunoglobulin lambda like polypeptide 4, pseudogene (from HGNC IGLL4P)
chr22	20652729	20654750	SLC9A3P2	solute carrier family 9 member 3 pseudogene 2 (from HGNC SLC9A3P2)
chr22	20667835	20670984	ABHD17AP4	abhydrolase domain containing 17A pseudogene P4 (from HGNC ABHD17AP4)
chr22	20689928	20698938	POM121L4P	POM121 transmembrane nucleoporin like 4, pseudogene (from HGNC POM121L4P)
chr22	20697961	20698934	BCRP5	breakpoint cluster region pseudogene 5 (from HGNC BCRP5)
chr22	20701113	20704606	TMEM191A	Homo sapiens transmembrane protein 191A (pseudogene) (TMEM191A), non-coding RNA. (from RefSeq NR_026815)
chr22	20707690	20858812	PI4KA	Homo sapiens phosphatidylinositol 4-kinase alpha (PI4KA), transcript variant 1, mRNA. (from RefSeq NM_058004)
chr22	20773878	20787720	SERPIND1	Homo sapiens serpin family D member 1 (SERPIND1), mRNA. (from RefSeq NM_000185)
chr22	20858982	20891218	SNAP29	Homo sapiens synaptosome associated protein 29 (SNAP29), mRNA. (from RefSeq NM_004782)
chr22	20889205	20891214	AC007308.1	AC007308.1 (from geneSymbol)
chr22	20917425	20953749	CRKL	Homo sapiens CRK like proto-oncogene, adaptor protein (CRKL), transcript variant 1, mRNA. (from RefSeq NM_005207)
chr22	20957091	20964679	LINC01637	Homo sapiens long intergenic non-protein coding RNA 1637 (LINC01637), long non-coding RNA. (from RefSeq NR_110537)
chr22	20965107	20981360	AIFM3	Homo sapiens apoptosis inducing factor, mitochondria associated 3 (AIFM3), transcript variant 1, mRNA. (from RefSeq NM_144704)
chr22	20979461	20998121	AC002470.2	Homo sapiens cDNA FLJ45137 fis, clone BRAWH3038827, highly similar to Homo sapiens leucine-zipper-like transcriptional regulator, 1 (LZTR1). (from mRNA AK127080)
chr22	20981360	20981755	AC002470.1	AC002470.1 (from geneSymbol)
chr22	20982012	20999038	LZTR1	Probable transcriptional regulator that may play a  crucial role in embryogenesis. (from UniProt Q8N653)
chr22	20999776	21002196	THAP7	Homo sapiens THAP domain containing 7 (THAP7), transcript variant 2, mRNA. (from RefSeq NM_001008695)
chr22	21002207	21010342	THAP7-AS1	Homo sapiens THAP7 antisense RNA 1 (THAP7-AS1), transcript variant 1, long non-coding RNA. (from RefSeq NR_027051)
chr22	21002894	21009453	AC002472.2	AC002472.2 (from geneSymbol)
chr22	21008192	21014287	TUBA3FP	Homo sapiens tubulin alpha 3f pseudogene (TUBA3FP), non-coding RNA. (from RefSeq NR_003608)
chr22	21011383	21014217	AC002472.3	Homo sapiens cDNA, FLJ96783. (from mRNA AK315686)
chr22	21015026	21028830	P2RX6	Homo sapiens purinergic receptor P2X 6 (P2RX6), transcript variant 1, mRNA. (from RefSeq NM_005446)
chr22	21028717	21032558	SLC7A4	Homo sapiens solute carrier family 7 member 4 (SLC7A4), mRNA. (from RefSeq NM_004173)
chr22	21031356	21043969	AC002472.1	AC002472.1 (from geneSymbol)
chr22	21034175	21034272	MIR649	Homo sapiens microRNA 649 (MIR649), microRNA. (from RefSeq NR_030379)
chr22	21035242	21045012	P2RX6P	purinergic receptor P2X 6 pseudogene (from HGNC P2RX6P)
chr22	21045986	21060528	LRRC74B	Homo sapiens leucine rich repeat containing 74B (LRRC74B), transcript variant 1, mRNA. (from RefSeq NM_001291006)
chr22	21065461	21070097	TUBA3GP	tubulin alpha 3g pseudogene (from HGNC TUBA3GP)
chr22	21071081	21081018	AC002472.4	AC002472.4 (from geneSymbol)
chr22	21103015	21121784	BCRP2	Homo sapiens breakpoint cluster region pseudogene 2 (BCRP2), non-coding RNA. (from RefSeq NR_037566)
chr22	21114606	21124451	AP000550.1	Homo sapiens mRNA; cDNA DKFZp434K191 (from clone DKFZp434K191). (from mRNA AL117485)
chr22	21125659	21128063	POM121L7P	POM121 transmembrane nucleoporin like 7 pseudogene (from HGNC POM121L7P)
chr22	21141623	21142371	E2F6P2	E2F transcription factor 6 pseudogene 2 (from HGNC E2F6P2)
chr22	21169945	21182974	FAM230B	family with sequence similarity 230 member B (non-protein coding) (from HGNC FAM230B)
chr22	21177891	21179875	AP000550.2	AP000550.2 (from geneSymbol)
chr22	21193359	21203755	AP000550.4	AP000550.4 (from geneSymbol)
chr22	21207973	21227637	GGT2	Initiates extracellular glutathione (GSH) breakdown;  catalyzes the transfer of the glutamyl moiety of glutathione to  amino acids and dipeptide acceptors (By similarity). (from UniProt P36268)
chr22	21228759	21229138	AP000550.3	AP000550.3 (from geneSymbol)
chr22	21268160	21268903	E2F6P3	E2F transcription factor 6 pseudogene 3 (from HGNC E2F6P3)
chr22	21282880	21284161	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene (from HGNC POM121L8P)
chr22	21290759	21294586	BCRP6	breakpoint cluster region pseudogene 6 (from HGNC BCRP6)
chr22	21300989	21325042	AP000552.1	Homo sapiens uncharacterized LOC100996335 (LOC100996335), long non-coding RNA. (from RefSeq NR_136559)
chr22	21312919	21314904	AP000552.3	AP000552.3 (from geneSymbol)
chr22	21341594	21345258	PPP1R26P5	protein phosphatase 1 regulatory subunit 26 pseudogene 5 (from HGNC PPP1R26P5)
chr22	21354562	21355763	LINC01651	long intergenic non-protein coding RNA 1651 (from HGNC LINC01651)
chr22	21370063	21371945	AP000552.2	AP000552.2 (from geneSymbol)
chr22	21379381	21379701	RF00017	RF00017 (from geneSymbol)
chr22	21383373	21389478	RIMBP3B	Homo sapiens RIMS binding protein 3B (RIMBP3B), mRNA. (from RefSeq NM_001128635)
chr22	21389190	21389491	RN7SKP63	RNA, 7SK small nuclear pseudogene 63 (from HGNC RN7SKP63)
chr22	21389795	21389938	RF00492	RF00492 (from geneSymbol)
chr22	21396272	21396590	RF00017	Sequence 510319 from Patent EP1572962. (from mRNA JD529295)
chr22	21417403	21451463	HIC2	Homo sapiens HIC ZBTB transcriptional repressor 2 (HIC2), mRNA. (from RefSeq NM_015094)
chr22	21463962	21464279	RF00017	Sequence 223967 from Patent EP1572962. (from mRNA JD242943)
chr22	21467139	21469935	TMEM191C	Homo sapiens transmembrane protein 191C (TMEM191C), mRNA. (from RefSeq NM_001207052)
chr22	21473058	21488358	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2 (from HGNC PI4KAP2)
chr22	21544896	21545039	RF00492	RF00492 (from geneSymbol)
chr22	21545343	21545644	RN7SKP221	RNA, 7SK small nuclear pseudogene 221 (from HGNC RN7SKP221)
chr22	21545677	21551461	RIMBP3C	Homo sapiens RIMS binding protein 3C (RIMBP3C), mRNA. (from RefSeq NM_001128633)
chr22	21555137	21555457	RF00017	RF00017 (from geneSymbol)
chr22	21567546	21624034	UBE2L3	Homo sapiens ubiquitin conjugating enzyme E2 L3 (UBE2L3), transcript variant 2, non-coding RNA. (from RefSeq NR_028436)
chr22	21628088	21630064	YDJC	Homo sapiens YdjC chitooligosaccharide deacetylase homolog (YDJC), mRNA. (from RefSeq NM_001017964)
chr22	21632728	21637327	CCDC116	Homo sapiens coiled-coil domain containing 116 (CCDC116), transcript variant 1, mRNA. (from RefSeq NM_152612)
chr22	21640843	21641284	AP000553.3	AP000553.3 (from geneSymbol)
chr22	21642260	21644298	SDF2L1	Homo sapiens stromal cell derived factor 2 like 1 (SDF2L1), mRNA. (from RefSeq NM_022044)
chr22	21652269	21670237	AP000553.1	Homo sapiens gastric cancer-related protein VRG118 mRNA, complete cds. (from mRNA AF320072)
chr22	21652980	21653058	MIR301B	Homo sapiens microRNA 301b (MIR301B), microRNA. (from RefSeq NR_030622)
chr22	21653303	21653385	MIR130B	Homo sapiens microRNA 130b (MIR130B), microRNA. (from RefSeq NR_029845)
chr22	21657810	21661021	AP000553.5	AP000553.5 (from geneSymbol)
chr22	21661241	21661295	AP000553.6	AP000553.6 (from geneSymbol)
chr22	21661475	21661593	AP000553.7	AP000553.7 (from geneSymbol)
chr22	21661858	21661929	AP000553.4	AP000553.4 (from geneSymbol)
chr22	21661933	21662363	AP000553.2	AP000553.2 (from geneSymbol)
chr22	21666008	21700015	PPIL2	Homo sapiens peptidylprolyl isomerase like 2 (PPIL2), transcript variant 2, mRNA. (from RefSeq NM_148175)
chr22	21697543	21735834	YPEL1	Homo sapiens yippee like 1 (YPEL1), transcript variant 2, non-coding RNA. (from RefSeq NR_130910)
chr22	21722894	21723182	RN7SL280P	RNA, 7SL, cytoplasmic 280, pseudogene (from HGNC RN7SL280P)
chr22	21754499	21867629	MAPK1	Homo sapiens mitogen-activated protein kinase 1 (MAPK1), transcript variant 1, mRNA. (from RefSeq NM_002745)
chr22	21792433	21792524	RNA5SP493	RNA, 5S ribosomal pseudogene 493 (from HGNC RNA5SP493)
chr22	21885281	21885673	AC245452.2	Homo sapiens minisatellite 33.15 tagged transcript pAKT-45 sequence. (from mRNA KF274557)
chr22	21919419	21952837	PPM1F	Homo sapiens protein phosphatase, Mg2+/Mn2+ dependent 1F (PPM1F), mRNA. (from RefSeq NM_014634)
chr22	21938292	21977632	AC245452.1	Homo sapiens mRNA; cDNA DKFZp686I01132 (from clone DKFZp686I01132). (from mRNA BX538315)
chr22	21957024	21982816	TOP3B	Homo sapiens DNA topoisomerase III beta (TOP3B), transcript variant 3, mRNA. (from RefSeq NM_001282113)
chr22	21991099	22043934	PRAMENP	Homo sapiens PRAME N-terminal-like, pseudogene (PRAMENP), non-coding RNA. (from RefSeq NR_135291)
chr22	22026075	22026593	IGLVI-70	immunoglobulin lambda variable (I)-70 (pseudogene) (from HGNC IGLVI-70)
chr22	22030933	22031472	IGLV4-69	immunoglobulin lambda variable 4-69 (from HGNC IGLV4-69)
chr22	22032744	22033194	IGLVI-68	immunoglobulin lambda variable (I)-68 (pseudogene) (from HGNC IGLVI-68)
chr22	22036343	22040065	AC245452.5	AC245452.5 (from geneSymbol)
chr22	22038642	22039126	AC245452.4	AC245452.4 (from geneSymbol)
chr22	22043617	22043942	IGLV10-67	immunoglobulin lambda variable 10-67 (pseudogene) (from HGNC IGLV10-67)
chr22	22046429	22046591	AC245452.3	AC245452.3 (from geneSymbol)
chr22	22058432	22058892	IGLVIV-66-1	immunoglobulin lambda variable (IV)-66-1 (pseudogene) (from HGNC IGLVIV-66-1)
chr22	22061076	22061538	IGLVV-66	immunoglobulin lambda variable (V)-66 (pseudogene) (from HGNC IGLVV-66)
chr22	22070224	22070707	IGLVIV-65	immunoglobulin lambda variable (IV)-65 (pseudogene) (from HGNC IGLVIV-65)
chr22	22075365	22075666	IGLVIV-64	immunoglobulin lambda variable (IV)-64 (pseudogene) (from HGNC IGLVIV-64)
chr22	22079769	22080263	IGLVI-63	immunoglobulin lambda variable (I)-63 (pseudogene) (from HGNC IGLVI-63)
chr22	22086560	22087110	IGLV1-62	immunoglobulin lambda variable 1-62 (pseudogene) (from HGNC IGLV1-62)
chr22	22087923	22088085	AC245517.5	AC245517.5 (from geneSymbol)
chr22	22098699	22099212	IGLV8-61	immunoglobulin lambda variable 8-61 (from HGNC IGLV8-61)
chr22	22103218	22104857	AC245517.1	AC245517.1 (from geneSymbol)
chr22	22114843	22118005	ABHD17AP5	abhydrolase domain containing 17A pseudogene 5 (from HGNC ABHD17AP5)
chr22	22155581	22155942	AC245517.4	AC245517.4 (from geneSymbol)
chr22	22157381	22157631	AC245517.3	AC245517.3 (from geneSymbol)
chr22	22162198	22162681	IGLV4-60	immunoglobulin lambda variable 4-60 (from HGNC IGLV4-60)
chr22	22168288	22168634	AC245517.2	AC245517.2 (from geneSymbol)
chr22	22170982	22171556	SOCS2P2	suppressor of cytokine signaling 2 pseudogene 2 (from HGNC SOCS2P2)
chr22	22179227	22179477	IGLVIV-59	immunoglobulin lambda variable (IV)-59 (pseudogene) (from HGNC IGLVIV-59)
chr22	22182581	22182885	IGLVV-58	immunoglobulin lambda variable (V)-58 (pseudogene) (from HGNC IGLVV-58)
chr22	22185940	22186619	BMP6P1	bone morphogenetic protein 6 pseudogene 1 (from HGNC BMP6P1)
chr22	22195798	22196276	IGLV6-57	About half of the lambda chain C region is missing  from this protein. (from UniProt P01721)
chr22	22198559	22199011	IGLVI-56	immunoglobulin lambda variable (I)-56 (pseudogene) (from HGNC IGLVI-56)
chr22	22201662	22202161	IGLV11-55	immunoglobulin lambda variable 11-55 (non-functional) (from HGNC IGLV11-55)
chr22	22214793	22215270	IGLV10-54	immunoglobulin lambda variable 10-54 (from HGNC IGLV10-54)
chr22	22219646	22220133	IGLVIV-53	immunoglobulin lambda variable (IV)-53 (pseudogene) (from HGNC IGLVIV-53)
chr22	22223186	22224566	TOP3BP1	DNA topoisomerase III beta pseudogene 1 (from HGNC TOP3BP1)
chr22	22228718	22230469	AC245060.3	AC245060.3 (from geneSymbol)
chr22	22244674	22245515	VPREB1	Homo sapiens V-set pre-B cell surrogate light chain 1 (VPREB1), transcript variant 1, mRNA. (from RefSeq NM_007128)
chr22	22264600	22273020	AC245060.6	Sequence 263789 from Patent EP1572962. (from mRNA JD282765)
chr22	22283927	22287220	AC245060.5	AC245060.5 (from geneSymbol)
chr22	22293732	22294794	AC245060.2	AC245060.2 (from geneSymbol)
chr22	22303223	22310401	AC245060.4	Homo sapiens cDNA FLJ33310 fis, clone BNGH42004679, moderately similar to Immunoglobulin lambda light chain variable region. (from mRNA AK090629)
chr22	22318726	22319226	IGLV5-52	immunoglobulin lambda variable 5-52 (from HGNC IGLV5-52)
chr22	22322471	22322969	IGLV1-51	This is a Bence-Jones protein. (from UniProt P01701)
chr22	22327299	22327814	IGLV1-50	immunoglobulin lambda variable 1-50 (non-functional) (from HGNC IGLV1-50)
chr22	22339572	22341214	ASH2LP3	ASH2 like histone lysine methyltransferase complex subunit pseudogene 3 (from HGNC ASH2LP3)
chr22	22343186	22343732	IGLV9-49	immunoglobulin lambda variable 9-49 (from HGNC IGLV9-49)
chr22	22347806	22348164	AC245060.1	AC245060.1 (from geneSymbol)
chr22	22352939	22353433	IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional) (from HGNC IGLV5-48)
chr22	22357738	22358260	IGLV1-47	This is a Bence-Jones protein. (from UniProt P01700)
chr22	22366209	22367770	ASH2LP2	ASH2 like histone lysine methyltransferase complex subunit pseudogene 2 (from HGNC ASH2LP2)
chr22	22369613	22370087	IGLV7-46	immunoglobulin lambda variable 7-46 (gene/pseudogene) (from HGNC IGLV7-46)
chr22	22370828	22371120	AC245291.3	AC245291.3 (from geneSymbol)
chr22	22375985	22376505	IGLV5-45	immunoglobulin lambda variable 5-45 (from HGNC IGLV5-45)
chr22	22380765	22381347	IGLV1-44	The C region of this chain has the OZ+ marker. (from UniProt P01699)
chr22	22395017	22395489	IGLV7-43	immunoglobulin lambda variable 7-43 (from HGNC IGLV7-43)
chr22	22397031	22397524	IGLVI-42	immunoglobulin lambda variable (I)-42 (pseudogene) (from HGNC IGLVI-42)
chr22	22398848	22398999	IGLVVII-41-1	immunoglobulin lambda variable (VII)-41-1 (pseudogene) (from HGNC IGLVVII-41-1)
chr22	22404206	22404721	IGLV1-41	immunoglobulin lambda variable 1-41 (pseudogene) (from HGNC IGLV1-41)
chr22	22409765	22410282	IGLV1-40	The structure of the Fab fragment of the IgG1  myeloma protein newm was determined. (from UniProt P01703)
chr22	22420325	22421310	ASH2LP1	ASH2 like histone lysine methyltransferase complex subunit pseudogene 1 (from HGNC ASH2LP1)
chr22	22425820	22426314	IGLVI-38	immunoglobulin lambda variable (I)-38 (pseudogene) (from HGNC IGLVI-38)
chr22	22427539	22428035	IGLV5-37	immunoglobulin lambda variable 5-37 (from HGNC IGLV5-37)
chr22	22431957	22432465	IGLV1-36	immunoglobulin lambda variable 1-36 (from HGNC IGLV1-36)
chr22	22446685	22448336	AC245291.2	AC245291.2 (from geneSymbol)
chr22	22450201	22450652	IGLV7-35	immunoglobulin lambda variable 7-35 (pseudogene) (from HGNC IGLV7-35)
chr22	22465658	22465986	AC245291.1	AC245291.1 (from geneSymbol)
chr22	22484420	22509154	ZNF280B	Homo sapiens zinc finger protein 280B (ZNF280B), transcript variant 2, non-coding RNA. (from RefSeq NR_130642)
chr22	22513735	22520270	ZNF280A	Homo sapiens zinc finger protein 280A (ZNF280A), mRNA. (from RefSeq NM_080740)
chr22	22547700	22559340	PRAME	Homo sapiens preferentially expressed antigen in melanoma (PRAME), transcript variant 3, mRNA. (from RefSeq NM_206954)
chr22	22559342	22566602	LL22NC03-63E9.3	Homo sapiens uncharacterized LOC648691 (LL22NC03-63E9.3), long non-coding RNA. (from RefSeq NR_027426)
chr22	22580013	22580296	IGLV2-34	immunoglobulin lambda variable 2-34 (pseudogene) (from HGNC IGLV2-34)
chr22	22588154	22588688	IGLV2-33	immunoglobulin lambda variable 2-33 (non-functional) (from HGNC IGLV2-33)
chr22	22594527	22595056	IGLV3-32	immunoglobulin lambda variable 3-32 (non-functional) (from HGNC IGLV3-32)
chr22	22604444	22605165	IGLV3-31	immunoglobulin lambda variable 3-31 (pseudogene) (from HGNC IGLV3-31)
chr22	22618571	22619163	IGLV3-30	immunoglobulin lambda variable 3-30 (pseudogene) (from HGNC IGLV3-30)
chr22	22630064	22636153	BCRP4	breakpoint cluster region pseudogene 4 (from HGNC BCRP4)
chr22	22639176	22644473	POM121L1P	POM121 transmembrane nucleoporin like 1, pseudogene (from HGNC POM121L1P)
chr22	22644474	22647903	GGTLC2	Homo sapiens gamma-glutamyltransferase light chain 2 (GGTLC2), transcript variant 3, mRNA. (from RefSeq NM_001282879)
chr22	22661298	22661542	IGLV3-29	immunoglobulin lambda variable 3-29 (pseudogene) (from HGNC IGLV3-29)
chr22	22664472	22664907	IGLV2-28	immunoglobulin lambda variable 2-28 (pseudogene) (from HGNC IGLV2-28)
chr22	22668287	22668806	IGLV3-27	The C region of this chain has the Kern+ marker. (from UniProt P01718)
chr22	22673151	22673602	IGLV3-26	immunoglobulin lambda variable 3-26 (pseudogene) (from HGNC IGLV3-26)
chr22	22679096	22679345	IGLVVI-25-1	immunoglobulin lambda variable (VI)-25-1 (pseudogene) (from HGNC IGLVVI-25-1)
chr22	22686725	22687271	IGLV3-25	The sequence of the C region is apparently  identical with that of human SH lambda chain except in having 155-  Ile (Hil numbering) instead of Val. (from UniProt P01717)
chr22	22689830	22689978	AC244250.2	AC244250.2 (from geneSymbol)
chr22	22692777	22693312	AC244250.1	AC244250.1 (from geneSymbol)
chr22	22694438	22694952	IGLV3-24	immunoglobulin lambda variable 3-24 (pseudogene) (from HGNC IGLV3-24)
chr22	22697788	22698407	IGLV2-23	This is a Bence-Jones protein. (from UniProt P01705)
chr22	22700759	22700970	IGLVVI-22-1	immunoglobulin lambda variable (VI)-22-1 (pseudogene) (from HGNC IGLVVI-22-1)
chr22	22704264	22704822	IGLV3-22	immunoglobulin lambda variable 3-22 (gene/pseudogene) (from HGNC IGLV3-22)
chr22	22711688	22713203	IGLV3-21	Activates the alternative complement pathway by binding  to the short consensus repeat domain 3 (SCR3) of factor H. (from UniProt P80748)
chr22	22715289	22715419	IGLVI-20	immunoglobulin lambda variable (I)-20 (pseudogene) (from HGNC IGLVI-20)
chr22	22720622	22721145	IGLV3-19	This is a Bence-Jones protein. (from UniProt P01714)
chr22	22730724	22731090	AC244250.3	AC244250.3 (from geneSymbol)
chr22	22734606	22735089	IGLV2-18	immunoglobulin lambda variable 2-18 (from HGNC IGLV2-18)
chr22	22738943	22739187	IGLV3-17	immunoglobulin lambda variable 3-17 (pseudogene) (from HGNC IGLV3-17)
chr22	22747382	22747921	IGLV3-16	immunoglobulin lambda variable 3-16 (from HGNC IGLV3-16)
chr22	22755553	22755797	IGLV3-15	immunoglobulin lambda variable 3-15 (pseudogene) (from HGNC IGLV3-15)
chr22	22758699	22759218	IGLV2-14	This is a Bence-Jones protein. (from UniProt P01704)
chr22	22762293	22762516	IGLV3-13	immunoglobulin lambda variable 3-13 (pseudogene) (from HGNC IGLV3-13)
chr22	22771823	22772582	IGLV3-12	immunoglobulin lambda variable 3-12 (from HGNC IGLV3-12)
chr22	22774528	22774691	AC244157.1	AC244157.1 (from geneSymbol)
chr22	22785642	22787268	AC244157.2	AC244157.2 (from geneSymbol)
chr22	22792490	22793007	IGLV2-11	The C region of this chain has the OZ+ marker. (from UniProt P01706)
chr22	22803075	22803360	AC245028.3	AC245028.3 (from geneSymbol)
chr22	22811746	22812281	IGLV3-10	immunoglobulin lambda variable 3-10 (from HGNC IGLV3-10)
chr22	22814670	22814926	AC245028.1	AC245028.1 (from geneSymbol)
chr22	22819009	22819756	IGLV3-9	immunoglobulin lambda variable 3-9 (gene/pseudogene) (from HGNC IGLV3-9)
chr22	22822657	22823289	IGLV2-8	This is a Bence-Jones protein. (from UniProt P01709)
chr22	22822775	22822871	MIR650	Homo sapiens microRNA 650 (MIR650), microRNA. (from RefSeq NR_030755)
chr22	22834864	22835117	AC245028.2	AC245028.2 (from geneSymbol)
chr22	22838601	22838872	IGLV3-7	immunoglobulin lambda variable 3-7 (pseudogene) (from HGNC IGLV3-7)
chr22	22850374	22850624	IGLV3-6	immunoglobulin lambda variable 3-6 (pseudogene) (from HGNC IGLV3-6)
chr22	22856761	22857038	IGLV2-5	immunoglobulin lambda variable 2-5 (pseudogene) (from HGNC IGLV2-5)
chr22	22858024	22858268	IGLV3-4	immunoglobulin lambda variable 3-4 (pseudogene) (from HGNC IGLV3-4)
chr22	22871506	22872035	IGLV4-3	immunoglobulin lambda variable 4-3 (from HGNC IGLV4-3)
chr22	22873211	22873440	IGLV3-2	immunoglobulin lambda variable 3-2 (pseudogene) (from HGNC IGLV3-2)
chr22	22880705	22881396	IGLV3-1	This is a Bence-Jones protein. (from UniProt P01715)
chr22	22886266	22886379	MIR5571	Homo sapiens microRNA 5571 (MIR5571), microRNA. (from RefSeq NR_049835)
chr22	22887779	22895825	IGLL5	Homo sapiens immunoglobulin lambda like polypeptide 5 (IGLL5), transcript variant 2, mRNA. (from RefSeq NM_001256296)
chr22	22893691	22893818	IGLJ1	immunoglobulin lambda joining 1 (from HGNC IGLJ1)
chr22	22895374	22895834	IGLC1	immunoglobulin lambda constant 1 (from HGNC IGLC1)
chr22	22899480	22899655	IGLJ2	immunoglobulin lambda joining 2 (from HGNC IGLJ2)
chr22	22900975	22901437	IGLC2	immunoglobulin lambda constant 2 (from HGNC IGLC2)
chr22	22904849	22905025	IGLJ3	immunoglobulin lambda joining 3 (from HGNC IGLJ3)
chr22	22906341	22906803	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker) (from HGNC IGLC3)
chr22	22910573	22910606	IGLJ4	immunoglobulin lambda joining 4 (non-functional) (from HGNC IGLJ4)
chr22	22910827	22911075	IGLC4	immunoglobulin lambda constant 4 (pseudogene) (from HGNC IGLC4)
chr22	22914236	22914308	IGLJ5	immunoglobulin lambda joining 5 (non-functional) (from HGNC IGLJ5)
chr22	22915634	22915927	IGLC5	immunoglobulin lambda constant 5 (pseudogene) (from HGNC IGLC5)
chr22	22918131	22918201	IGLJ6	immunoglobulin lambda joining 6 (from HGNC IGLJ6)
chr22	22919534	22919851	IGLC6	immunoglobulin lambda constant 6 (gene/pseudogene) (from HGNC IGLC6)
chr22	22921389	22921435	IGLJ7	immunoglobulin lambda joining 7 (from HGNC IGLJ7)
chr22	22922593	22923034	IGLC7	immunoglobulin lambda constant 7 (from HGNC IGLC7)
chr22	22988262	22988581	AC245054.2	AC245054.2 (from geneSymbol)
chr22	22990689	23008356	AC245054.1	AC245054.1 (from geneSymbol)
chr22	23059414	23142093	RSPH14	Homo sapiens radial spoke head 14 homolog (RSPH14), mRNA. (from RefSeq NM_014433)
chr22	23070360	23125037	GNAZ	Homo sapiens G protein subunit alpha z (GNAZ), mRNA. (from RefSeq NM_002073)
chr22	23132729	23133005	RF00017	RF00017 (from geneSymbol)
chr22	23137804	23137864	RF00066	RF00066 (from geneSymbol)
chr22	23145325	23164350	RAB36	Homo sapiens RAB36, member RAS oncogene family (RAB36), transcript variant 3, mRNA. (from RefSeq NM_004914)
chr22	23179917	23180172	BCRP8	breakpoint cluster region pseudogene 8 (from HGNC BCRP8)
chr22	23180209	23318037	BCR	Homo sapiens BCR, RhoGEF and GTPase activating protein (BCR), transcript variant 1, mRNA. (from RefSeq NM_004327)
chr22	23261781	23262071	RN7SL263P	RNA, 7SL, cytoplasmic 263, pseudogene (from HGNC RN7SL263P)
chr22	23262766	23265005	FBXW4P1	Homo sapiens F-box and WD repeat domain containing 4 pseudogene 1 (FBXW4P1), non-coding RNA. (from RefSeq NR_033408)
chr22	23322542	23322927	AP000343.1	Sequence 13206 from Patent EP1572962. (from mRNA JD032182)
chr22	23326615	23328493	LINC02556	Homo sapiens long intergenic non-protein coding RNA 2556 (LINC02556), long non-coding RNA. (from RefSeq NR_149133)
chr22	23370094	23387731	CES5AP1	carboxylesterase 5A pseudogene 1 (from HGNC CES5AP1)
chr22	23390605	23402726	ZDHHC8P1	zinc finger DHHC-type containing 8 pseudogene 1 (from HGNC ZDHHC8P1)
chr22	23392552	23394792	AP000344.2	AP000344.2 (from geneSymbol)
chr22	23433563	23435071	LINC01659	Homo sapiens long intergenic non-protein coding RNA 1659 (LINC01659), long non-coding RNA. (from RefSeq NR_110538)
chr22	23446597	23460788	AP000344.1	AP000344.1 (from geneSymbol)
chr22	23462085	23486980	LINC01658	Homo sapiens long intergenic non-protein coding RNA 1658 (LINC01658), long non-coding RNA. (from RefSeq NR_110539)
chr22	23512493	23513602	LINC02557	long intergenic non-protein coding RNA 2557 (from HGNC LINC02557)
chr22	23536898	23547167	PCAT14	prostate cancer associated transcript 14 (non-protein coding) (from HGNC PCAT14)
chr22	23567063	23573122	AP000345.1	AP000345.1 (from geneSymbol)
chr22	23573124	23580308	IGLL1	Homo sapiens immunoglobulin lambda like polypeptide 1 (IGLL1), transcript variant 1, mRNA. (from RefSeq NM_020070)
chr22	23580879	23583859	AP000345.2	AP000345.2 (from geneSymbol)
chr22	23607040	23608407	AP000346.4	AP000346.4 (from geneSymbol)
chr22	23608451	23632321	DRICH1	Homo sapiens aspartate rich 1 (DRICH1), mRNA. (from RefSeq NM_016449)
chr22	23610328	23610538	AP000346.3	AP000346.3 (from geneSymbol)
chr22	23630617	23638941	AP000346.1	Synthetic construct Homo sapiens clone ccsbBroadEn_03250 C22orf43 gene, encodes complete protein. (from mRNA KJ893856)
chr22	23638486	23693151	GUSBP11	glucuronidase, beta pseudogene 11 (from HGNC GUSBP11)
chr22	23638491	23640762	AP000346.2	H.sapiens immunoglobulin lambda-like mRNA (F lambda 1 clone). (from mRNA X52203)
chr22	23649212	23653334	ASLP1	argininosuccinate lyase pseudogene 1 (from HGNC ASLP1)
chr22	23653168	23717347	AP000347.2	Homo sapiens mRNA; cDNA DKFZp686K15188 (from clone DKFZp686K15188). (from mRNA BX538181)
chr22	23690860	23699176	RGL4	Homo sapiens ral guanine nucleotide dissociation stimulator like 4 (RGL4), transcript variant 2, mRNA. (from RefSeq NM_153615)
chr22	23700788	23717267	AP000347.1	Homo sapiens cDNA FLJ32313 fis, clone PROST2003232, weakly similar to BETA-GLUCURONIDASE PRECURSOR (EC 3.2.1.31). (from mRNA AK056875)
chr22	23738677	23751092	ZNF70	Homo sapiens zinc finger protein 70 (ZNF70), mRNA. (from RefSeq NM_021916)
chr22	23752742	23754468	VPREB3	Homo sapiens V-set pre-B cell surrogate light chain 3 (VPREB3), mRNA. (from RefSeq NM_013378)
chr22	23763053	23765861	C22orf15	Homo sapiens chromosome 22 open reading frame 15 (C22orf15), transcript variant 1, mRNA. (from RefSeq NM_182520)
